frequency,raw,error,smoothed,error_smoothed,equalization,parametric_eq,fixed_band_eq,equalized_raw,equalized_smoothed,target
26.43,1.83,-3.12,1.84,-3.11,3.12,3.35,3.11,4.95,4.95,4.95
26.69,1.87,-3.08,1.88,-3.08,3.07,3.34,3.18,4.95,4.95,4.95
26.96,1.91,-3.04,1.91,-3.04,3.03,3.33,3.25,4.94,4.94,4.95
27.23,1.95,-2.99,1.95,-2.99,2.99,3.32,3.31,4.94,4.94,4.94
27.50,1.99,-2.95,1.99,-2.95,2.95,3.31,3.38,4.94,4.94,4.94
27.77,2.02,-2.91,2.03,-2.91,2.91,3.30,3.44,4.93,4.94,4.93
28.05,2.06,-2.87,2.06,-2.87,2.87,3.28,3.50,4.93,4.93,4.93
28.33,2.09,-2.83,2.09,-2.83,2.83,3.27,3.55,4.93,4.93,4.92
28.62,2.12,-2.80,2.13,-2.80,2.80,3.26,3.60,4.92,4.92,4.92
28.90,2.15,-2.77,2.15,-2.76,2.76,3.25,3.65,4.92,4.92,4.92
29.19,2.18,-2.73,2.18,-2.73,2.73,3.23,3.69,4.92,4.91,4.91
29.48,2.20,-2.71,2.21,-2.70,2.71,3.22,3.73,4.91,4.91,4.91
29.78,2.22,-2.68,2.22,-2.68,2.68,3.20,3.76,4.91,4.91,4.90
30.08,2.24,-2.66,2.24,-2.66,2.66,3.19,3.78,4.91,4.90,4.90
30.38,2.24,-2.65,2.25,-2.65,2.65,3.18,3.80,4.89,4.90,4.89
30.68,2.25,-2.64,2.25,-2.64,2.64,3.16,3.82,4.89,4.89,4.89
30.99,2.25,-2.63,2.25,-2.63,2.63,3.15,3.82,4.89,4.88,4.88
31.30,2.24,-2.63,2.25,-2.63,2.63,3.13,3.82,4.88,4.88,4.87
31.61,2.23,-2.64,2.23,-2.63,2.63,3.11,3.82,4.87,4.87,4.87
31.93,2.22,-2.64,2.22,-2.64,2.63,3.10,3.80,4.86,4.86,4.86
32.24,2.21,-2.64,2.21,-2.64,2.64,3.08,3.79,4.85,4.85,4.85
32.57,2.20,-2.65,2.20,-2.64,2.64,3.06,3.76,4.85,4.85,4.85
32.89,2.19,-2.65,2.19,-2.65,2.65,3.05,3.73,4.84,4.84,4.84
33.22,2.18,-2.65,2.18,-2.65,2.65,3.03,3.69,4.84,4.84,4.83
33.55,2.17,-2.66,2.17,-2.66,2.66,3.01,3.65,4.83,4.83,4.83
33.89,2.15,-2.67,2.16,-2.66,2.66,2.99,3.61,4.82,4.82,4.82
34.23,2.14,-2.67,2.14,-2.67,2.67,2.97,3.56,4.81,4.81,4.81
34.57,2.13,-2.67,2.13,-2.67,2.67,2.95,3.50,4.81,4.80,4.80
34.92,2.11,-2.68,2.12,-2.68,2.68,2.93,3.44,4.79,4.79,4.79
35.27,2.10,-2.68,2.10,-2.68,2.68,2.91,3.38,4.78,4.78,4.78
35.62,2.09,-2.68,2.09,-2.68,2.68,2.89,3.31,4.77,4.77,4.77
35.97,2.08,-2.68,2.09,-2.68,2.68,2.87,3.25,4.76,4.76,4.76
36.33,2.08,-2.67,2.08,-2.67,2.67,2.85,3.18,4.76,4.75,4.75
36.70,2.07,-2.67,2.08,-2.67,2.66,2.82,3.10,4.74,4.74,4.74
37.06,2.07,-2.66,2.08,-2.66,2.65,2.80,3.03,4.73,4.73,4.73
37.43,2.08,-2.64,2.08,-2.64,2.64,2.78,2.96,4.72,4.72,4.72
37.81,2.09,-2.62,2.10,-2.62,2.62,2.75,2.88,4.71,4.71,4.71
38.19,2.11,-2.59,2.11,-2.59,2.60,2.73,2.81,4.71,4.71,4.70
38.57,2.12,-2.57,2.12,-2.57,2.57,2.70,2.73,4.70,4.70,4.69
38.95,2.13,-2.55,2.14,-2.54,2.54,2.68,2.66,4.68,4.68,4.68
39.34,2.15,-2.51,2.15,-2.51,2.51,2.65,2.59,4.67,4.67,4.66
39.74,2.17,-2.48,2.17,-2.48,2.48,2.62,2.51,4.65,4.65,4.65
40.14,2.19,-2.45,2.20,-2.45,2.44,2.59,2.44,4.64,4.64,4.64
40.54,2.22,-2.41,2.23,-2.41,2.40,2.57,2.37,4.63,4.63,4.63
40.94,2.26,-2.36,2.26,-2.36,2.36,2.54,2.30,4.62,4.62,4.62
41.35,2.30,-2.31,2.30,-2.31,2.31,2.51,2.23,4.62,4.61,4.61
41.76,2.34,-2.26,2.34,-2.26,2.26,2.48,2.16,4.60,4.60,4.60
42.18,2.38,-2.21,2.39,-2.21,2.20,2.44,2.09,4.59,4.59,4.59
42.60,2.43,-2.15,2.43,-2.15,2.14,2.41,2.03,4.58,4.58,4.58
43.03,2.48,-2.09,2.48,-2.09,2.08,2.38,1.96,4.56,4.56,4.57
43.46,2.53,-2.02,2.53,-2.02,2.02,2.35,1.90,4.55,4.55,4.55
43.90,2.58,-1.95,2.58,-1.95,1.95,2.31,1.84,4.54,4.53,4.53
44.33,2.62,-1.89,2.63,-1.89,1.89,2.28,1.78,4.52,4.52,4.51
44.78,2.66,-1.83,2.66,-1.83,1.83,2.24,1.72,4.50,4.50,4.49
45.23,2.70,-1.77,2.70,-1.77,1.78,2.20,1.67,4.48,4.48,4.47
45.68,2.73,-1.73,2.74,-1.72,1.73,2.16,1.61,4.46,4.47,4.46
46.13,2.77,-1.67,2.77,-1.68,1.68,2.12,1.56,4.46,4.45,4.44
46.60,2.78,-1.65,2.79,-1.64,1.64,2.08,1.51,4.43,4.43,4.43
47.06,2.80,-1.61,2.80,-1.61,1.61,2.04,1.46,4.41,4.41,4.41
47.53,2.81,-1.58,2.81,-1.58,1.58,2.00,1.41,4.39,4.39,4.39
48.01,2.82,-1.56,2.82,-1.55,1.55,1.96,1.36,4.37,4.37,4.38
48.49,2.82,-1.53,2.83,-1.53,1.52,1.92,1.31,4.35,4.35,4.35
48.97,2.82,-1.50,2.82,-1.50,1.50,1.87,1.27,4.33,4.33,4.32
49.46,2.81,-1.48,2.81,-1.48,1.49,1.82,1.22,4.30,4.30,4.29
49.96,2.79,-1.47,2.79,-1.47,1.48,1.78,1.18,4.27,4.27,4.26
50.46,2.77,-1.47,2.77,-1.47,1.47,1.73,1.14,4.25,4.25,4.24
50.96,2.74,-1.48,2.75,-1.47,1.47,1.68,1.09,4.22,4.22,4.22
51.47,2.72,-1.47,2.72,-1.48,1.47,1.63,1.05,4.20,4.20,4.19
51.99,2.69,-1.48,2.69,-1.48,1.48,1.58,1.01,4.17,4.17,4.17
52.51,2.66,-1.49,2.67,-1.48,1.48,1.52,0.97,4.14,4.15,4.15
53.03,2.64,-1.49,2.64,-1.49,1.48,1.47,0.93,4.12,4.12,4.13
53.56,2.62,-1.48,2.62,-1.48,1.48,1.41,0.89,4.10,4.10,4.10
54.10,2.60,-1.48,2.61,-1.47,1.47,1.35,0.85,4.07,4.08,4.08
54.64,2.59,-1.46,2.59,-1.46,1.46,1.30,0.81,4.06,4.05,4.05
55.18,2.58,-1.45,2.58,-1.45,1.45,1.24,0.77,4.03,4.03,4.03
55.74,2.57,-1.43,2.58,-1.43,1.43,1.17,0.73,4.01,4.01,4.00
56.29,2.57,-1.41,2.57,-1.41,1.42,1.11,0.69,3.99,3.99,3.98
56.86,2.56,-1.40,2.57,-1.39,1.40,1.05,0.64,3.96,3.96,3.96
57.42,2.56,-1.37,2.56,-1.37,1.37,0.98,0.60,3.94,3.94,3.93
58.00,2.56,-1.35,2.56,-1.35,1.35,0.91,0.55,3.91,3.91,3.91
58.58,2.57,-1.32,2.57,-1.32,1.32,0.84,0.51,3.89,3.89,3.89
59.16,2.58,-1.29,2.58,-1.29,1.29,0.77,0.46,3.87,3.87,3.87
59.76,2.60,-1.25,2.60,-1.25,1.24,0.70,0.41,3.85,3.84,3.85
60.35,2.61,-1.21,2.62,-1.20,1.20,0.63,0.36,3.81,3.81,3.82
60.96,2.64,-1.15,2.64,-1.15,1.14,0.55,0.31,3.78,3.78,3.79
61.57,2.67,-1.08,2.67,-1.08,1.08,0.47,0.26,3.75,3.75,3.75
62.18,2.70,-1.02,2.71,-1.01,1.02,0.39,0.20,3.72,3.73,3.72
62.80,2.75,-0.94,2.75,-0.94,0.95,0.31,0.15,3.70,3.70,3.69
63.43,2.80,-0.86,2.80,-0.87,0.88,0.23,0.09,3.68,3.67,3.66
64.07,2.83,-0.80,2.84,-0.80,0.80,0.15,0.03,3.64,3.64,3.63
64.71,2.88,-0.73,2.88,-0.73,0.73,0.06,-0.04,3.61,3.61,3.61
65.35,2.93,-0.65,2.93,-0.65,0.64,-0.03,-0.10,3.58,3.57,3.58
66.01,2.98,-0.57,2.99,-0.56,0.56,-0.12,-0.17,3.54,3.55,3.55
66.67,3.05,-0.47,3.05,-0.47,0.47,-0.21,-0.24,3.52,3.52,3.52
67.33,3.12,-0.37,3.12,-0.37,0.37,-0.31,-0.31,3.50,3.50,3.49
68.01,3.20,-0.26,3.20,-0.26,0.27,-0.40,-0.38,3.47,3.47,3.46
68.69,3.28,-0.15,3.28,-0.15,0.15,-0.50,-0.46,3.44,3.44,3.43
69.37,3.37,-0.03,3.37,-0.03,0.03,-0.60,-0.54,3.41,3.40,3.40
70.07,3.46,0.09,3.47,0.09,-0.10,-0.70,-0.62,3.36,3.37,3.37
70.77,3.57,0.23,3.58,0.24,-0.25,-0.81,-0.70,3.33,3.33,3.34
71.48,3.70,0.39,3.70,0.39,-0.40,-0.91,-0.78,3.30,3.30,3.31
72.19,3.83,0.56,3.83,0.56,-0.57,-1.02,-0.87,3.27,3.27,3.27
72.91,3.97,0.73,3.98,0.74,-0.74,-1.13,-0.95,3.23,3.24,3.24
73.64,4.13,0.93,4.13,0.93,-0.93,-1.25,-1.04,3.21,3.21,3.20
74.38,4.29,1.12,4.30,1.13,-1.12,-1.36,-1.13,3.18,3.18,3.17
75.12,4.46,1.33,4.46,1.32,-1.31,-1.48,-1.23,3.15,3.14,3.13
75.87,4.61,1.51,4.62,1.51,-1.51,-1.59,-1.32,3.10,3.11,3.10
76.63,4.77,1.70,4.78,1.71,-1.71,-1.71,-1.42,3.07,3.07,3.07
77.40,4.94,1.90,4.94,1.91,-1.91,-1.84,-1.52,3.04,3.04,3.04
78.17,5.11,2.11,5.11,2.10,-2.10,-1.96,-1.62,3.01,3.01,3.00
78.95,5.27,2.30,5.27,2.30,-2.30,-2.09,-1.72,2.98,2.97,2.97
79.74,5.42,2.48,5.43,2.49,-2.49,-2.21,-1.82,2.93,2.94,2.94
80.54,5.58,2.68,5.58,2.68,-2.68,-2.34,-1.93,2.90,2.90,2.90
81.35,5.73,2.86,5.74,2.87,-2.86,-2.47,-2.04,2.87,2.87,2.87
82.16,5.88,3.05,5.89,3.05,-3.04,-2.60,-2.15,2.84,2.85,2.83
82.98,6.03,3.23,6.02,3.22,-3.21,-2.74,-2.26,2.82,2.81,2.80
83.81,6.14,3.38,6.15,3.38,-3.38,-2.87,-2.37,2.77,2.77,2.76
84.65,6.25,3.53,6.26,3.53,-3.54,-3.01,-2.49,2.72,2.72,2.72
85.50,6.37,3.68,6.37,3.69,-3.69,-3.14,-2.61,2.68,2.68,2.69
86.35,6.49,3.84,6.49,3.84,-3.84,-3.28,-2.73,2.65,2.65,2.65
87.22,6.60,3.99,6.60,3.99,-3.99,-3.42,-2.85,2.61,2.61,2.61
88.09,6.70,4.13,6.71,4.13,-4.13,-3.56,-2.97,2.57,2.57,2.57
88.97,6.80,4.27,6.80,4.27,-4.27,-3.69,-3.10,2.53,2.53,2.53
89.86,6.89,4.40,6.90,4.41,-4.40,-3.83,-3.23,2.49,2.49,2.49
90.76,6.98,4.54,6.98,4.54,-4.53,-3.97,-3.36,2.45,2.45,2.44
91.66,7.06,4.66,7.06,4.66,-4.65,-4.11,-3.49,2.41,2.41,2.40
92.58,7.12,4.77,7.13,4.77,-4.76,-4.24,-3.63,2.36,2.36,2.35
93.51,7.18,4.87,7.18,4.87,-4.87,-4.38,-3.77,2.31,2.31,2.31
94.44,7.23,4.96,7.23,4.97,-4.97,-4.51,-3.91,2.26,2.26,2.27
95.39,7.28,5.06,7.29,5.06,-5.07,-4.65,-4.05,2.21,2.21,2.22
96.34,7.33,5.16,7.33,5.16,-5.17,-4.78,-4.20,2.16,2.16,2.17
97.30,7.38,5.26,7.38,5.26,-5.26,-4.90,-4.34,2.12,2.12,2.12
98.28,7.42,5.35,7.43,5.35,-5.35,-5.03,-4.49,2.07,2.07,2.07
99.26,7.47,5.44,7.47,5.44,-5.44,-5.15,-4.64,2.03,2.03,2.03
100.25,7.51,5.53,7.51,5.53,-5.52,-5.27,-4.79,1.99,1.99,1.98
101.25,7.54,5.61,7.54,5.61,-5.60,-5.39,-4.94,1.95,1.94,1.93
102.27,7.55,5.67,7.56,5.67,-5.66,-5.50,-5.09,1.89,1.89,1.88
103.29,7.56,5.73,7.56,5.73,-5.73,-5.61,-5.24,1.84,1.84,1.83
104.32,7.56,5.77,7.56,5.78,-5.78,-5.71,-5.40,1.78,1.78,1.79
105.37,7.56,5.82,7.57,5.82,-5.83,-5.81,-5.55,1.73,1.73,1.74
106.42,7.56,5.87,7.56,5.87,-5.88,-5.90,-5.70,1.69,1.69,1.69
107.48,7.56,5.92,7.56,5.92,-5.92,-5.99,-5.84,1.65,1.64,1.64
108.56,7.54,5.95,7.55,5.96,-5.95,-6.08,-5.99,1.59,1.60,1.59
109.64,7.53,5.99,7.53,5.99,-5.98,-6.15,-6.13,1.55,1.55,1.54
110.74,7.51,6.02,7.51,6.02,-6.01,-6.22,-6.27,1.50,1.50,1.49
111.85,7.48,6.04,7.48,6.04,-6.04,-6.29,-6.40,1.44,1.44,1.44
112.97,7.44,6.06,7.45,6.06,-6.07,-6.35,-6.53,1.38,1.38,1.38
114.10,7.41,6.08,7.41,6.08,-6.09,-6.40,-6.65,1.32,1.32,1.33
115.24,7.38,6.11,7.39,6.11,-6.12,-6.45,-6.76,1.27,1.27,1.27
116.39,7.36,6.14,7.36,6.14,-6.14,-6.49,-6.87,1.22,1.22,1.22
117.55,7.33,6.17,7.34,6.17,-6.17,-6.53,-6.96,1.16,1.16,1.16
118.73,7.31,6.20,7.31,6.20,-6.20,-6.56,-7.04,1.11,1.11,1.11
119.92,7.28,6.22,7.29,6.23,-6.23,-6.58,-7.11,1.06,1.06,1.06
121.12,7.26,6.25,7.27,6.26,-6.25,-6.60,-7.18,1.01,1.01,1.01
122.33,7.25,6.29,7.25,6.29,-6.28,-6.61,-7.22,0.97,0.97,0.96
123.55,7.22,6.31,7.22,6.31,-6.30,-6.62,-7.27,0.92,0.92,0.91
124.79,7.19,6.33,7.19,6.33,-6.32,-6.62,-7.28,0.87,0.87,0.86
126.03,7.14,6.33,7.15,6.34,-6.34,-6.62,-7.30,0.80,0.81,0.81
127.29,7.11,6.35,7.11,6.36,-6.36,-6.61,-7.29,0.76,0.76,0.76
128.57,7.08,6.38,7.07,6.37,-6.37,-6.60,-7.28,0.71,0.70,0.70
129.85,7.03,6.38,7.04,6.39,-6.39,-6.58,-7.25,0.65,0.65,0.65
131.15,6.99,6.39,7.00,6.40,-6.40,-6.57,-7.22,0.60,0.60,0.60
132.46,6.96,6.41,6.96,6.40,-6.41,-6.54,-7.17,0.55,0.55,0.55
133.79,6.92,6.41,6.92,6.42,-6.42,-6.52,-7.11,0.50,0.50,0.51
135.12,6.88,6.42,6.89,6.42,-6.43,-6.49,-7.04,0.46,0.46,0.46
136.48,6.85,6.43,6.85,6.43,-6.43,-6.46,-6.96,0.43,0.42,0.42
137.84,6.80,6.43,6.81,6.44,-6.42,-6.43,-6.88,0.38,0.39,0.37
139.22,6.75,6.43,6.75,6.42,-6.41,-6.39,-6.79,0.34,0.34,0.32
140.61,6.69,6.41,6.69,6.40,-6.39,-6.35,-6.69,0.30,0.29,0.28
142.02,6.60,6.35,6.62,6.37,-6.38,-6.31,-6.58,0.23,0.24,0.25
143.44,6.56,6.35,6.55,6.34,-6.35,-6.27,-6.48,0.21,0.20,0.21
144.87,6.48,6.31,6.49,6.31,-6.33,-6.23,-6.37,0.16,0.16,0.17
146.32,6.43,6.30,6.43,6.30,-6.30,-6.18,-6.25,0.13,0.13,0.13
147.78,6.36,6.26,6.37,6.27,-6.27,-6.14,-6.14,0.09,0.09,0.10
149.26,6.31,6.25,6.31,6.25,-6.24,-6.09,-6.03,0.07,0.06,0.06
150.75,6.23,6.21,6.24,6.21,-6.21,-6.04,-5.91,0.02,0.03,0.02
152.26,6.17,6.19,6.17,6.18,-6.18,-5.99,-5.80,-0.00,-0.01,-0.02
153.78,6.07,6.13,6.08,6.14,-6.13,-5.94,-5.68,-0.06,-0.05,-0.06
155.32,6.00,6.10,6.00,6.10,-6.09,-5.88,-5.57,-0.08,-0.09,-0.10
156.88,5.89,6.03,5.90,6.04,-6.03,-5.83,-5.45,-0.14,-0.14,-0.14
158.44,5.81,5.99,5.80,5.97,-5.98,-5.77,-5.35,-0.16,-0.18,-0.18
160.03,5.67,5.89,5.70,5.91,-5.92,-5.72,-5.24,-0.24,-0.22,-0.22
161.63,5.59,5.85,5.59,5.85,-5.85,-5.66,-5.13,-0.26,-0.26,-0.26
163.24,5.50,5.80,5.48,5.78,-5.79,-5.60,-5.03,-0.28,-0.30,-0.30
164.88,5.37,5.70,5.39,5.72,-5.72,-5.54,-4.93,-0.35,-0.33,-0.33
166.53,5.28,5.65,5.29,5.65,-5.65,-5.48,-4.83,-0.37,-0.37,-0.37
168.19,5.20,5.61,5.18,5.59,-5.59,-5.42,-4.74,-0.38,-0.41,-0.41
169.87,5.06,5.51,5.08,5.53,-5.53,-5.35,-4.64,-0.46,-0.44,-0.45
171.57,4.97,5.46,4.98,5.46,-5.46,-5.29,-4.56,-0.49,-0.49,-0.49
173.29,4.89,5.41,4.87,5.39,-5.41,-5.22,-4.47,-0.51,-0.53,-0.52
175.02,4.76,5.32,4.78,5.34,-5.35,-5.15,-4.39,-0.58,-0.57,-0.56
176.77,4.68,5.28,4.68,5.28,-5.29,-5.08,-4.31,-0.60,-0.60,-0.60
178.54,4.59,5.23,4.59,5.23,-5.23,-5.01,-4.24,-0.63,-0.63,-0.64
180.32,4.50,5.18,4.50,5.18,-5.17,-4.95,-4.17,-0.66,-0.66,-0.68
182.13,4.41,5.12,4.40,5.11,-5.10,-4.87,-4.10,-0.69,-0.70,-0.71
183.95,4.28,5.03,4.29,5.04,-5.04,-4.80,-4.03,-0.75,-0.75,-0.75
185.79,4.17,4.95,4.18,4.96,-4.97,-4.73,-3.97,-0.79,-0.79,-0.78
187.65,4.07,4.89,4.07,4.89,-4.89,-4.66,-3.91,-0.82,-0.82,-0.82
189.52,3.97,4.82,3.97,4.82,-4.82,-4.58,-3.86,-0.84,-0.85,-0.85
191.42,3.86,4.74,3.86,4.74,-4.73,-4.51,-3.80,-0.87,-0.87,-0.88
193.33,3.74,4.65,3.75,4.65,-4.65,-4.44,-3.75,-0.91,-0.90,-0.91
195.27,3.62,4.56,3.62,4.56,-4.56,-4.36,-3.70,-0.94,-0.94,-0.94
197.22,3.50,4.47,3.50,4.47,-4.47,-4.29,-3.66,-0.97,-0.97,-0.97
199.19,3.38,4.38,3.38,4.38,-4.38,-4.21,-3.62,-1.00,-1.00,-1.00
201.18,3.26,4.28,3.26,4.28,-4.28,-4.14,-3.58,-1.02,-1.02,-1.02
203.19,3.14,4.18,3.15,4.18,-4.18,-4.07,-3.54,-1.04,-1.04,-1.04
205.23,3.03,4.09,3.03,4.09,-4.08,-4.00,-3.50,-1.05,-1.05,-1.06
207.28,2.91,3.98,2.92,3.99,-3.98,-3.92,-3.47,-1.07,-1.07,-1.07
209.35,2.80,3.89,2.80,3.89,-3.88,-3.85,-3.44,-1.08,-1.08,-1.09
211.44,2.68,3.79,2.68,3.79,-3.79,-3.78,-3.41,-1.10,-1.11,-1.11
213.56,2.56,3.68,2.57,3.68,-3.69,-3.71,-3.38,-1.13,-1.12,-1.12
215.69,2.46,3.58,2.46,3.59,-3.60,-3.64,-3.35,-1.13,-1.13,-1.12
217.85,2.36,3.49,2.37,3.50,-3.51,-3.57,-3.32,-1.14,-1.13,-1.13
220.03,2.29,3.43,2.29,3.42,-3.42,-3.51,-3.30,-1.12,-1.13,-1.14
222.23,2.20,3.35,2.20,3.34,-3.33,-3.44,-3.27,-1.13,-1.13,-1.15
224.45,2.10,3.25,2.10,3.25,-3.25,-3.38,-3.25,-1.14,-1.15,-1.15
226.70,2.00,3.15,2.01,3.16,-3.17,-3.31,-3.22,-1.17,-1.15,-1.15
228.96,1.93,3.08,1.94,3.09,-3.09,-3.25,-3.20,-1.16,-1.15,-1.15
231.25,1.88,3.02,1.87,3.01,-3.02,-3.19,-3.17,-1.13,-1.14,-1.14
233.57,1.81,2.95,1.81,2.95,-2.94,-3.13,-3.15,-1.13,-1.13,-1.14
235.90,1.72,2.86,1.74,2.87,-2.87,-3.07,-3.12,-1.14,-1.13,-1.14
238.26,1.67,2.80,1.67,2.80,-2.80,-3.01,-3.10,-1.12,-1.13,-1.13
240.64,1.60,2.72,1.61,2.73,-2.73,-2.96,-3.07,-1.12,-1.12,-1.12
243.05,1.56,2.67,1.56,2.66,-2.66,-2.90,-3.04,-1.10,-1.10,-1.11
245.48,1.50,2.60,1.50,2.60,-2.59,-2.85,-3.01,-1.09,-1.10,-1.10
247.93,1.43,2.52,1.44,2.53,-2.53,-2.80,-2.98,-1.10,-1.09,-1.09
250.41,1.39,2.47,1.39,2.46,-2.47,-2.75,-2.95,-1.08,-1.08,-1.08
252.92,1.34,2.40,1.35,2.41,-2.42,-2.70,-2.92,-1.07,-1.07,-1.06
255.45,1.32,2.36,1.32,2.36,-2.36,-2.65,-2.88,-1.04,-1.04,-1.04
258.00,1.29,2.32,1.29,2.32,-2.31,-2.61,-2.85,-1.02,-1.02,-1.03
260.58,1.26,2.27,1.27,2.27,-2.26,-2.56,-2.81,-1.00,-1.00,-1.01
263.19,1.24,2.23,1.24,2.23,-2.22,-2.52,-2.78,-0.97,-0.98,-0.99
265.82,1.21,2.18,1.22,2.18,-2.18,-2.48,-2.74,-0.96,-0.96,-0.97
268.48,1.19,2.14,1.19,2.14,-2.14,-2.44,-2.70,-0.95,-0.95,-0.95
271.16,1.17,2.10,1.17,2.10,-2.11,-2.40,-2.66,-0.94,-0.94,-0.93
273.87,1.16,2.07,1.17,2.08,-2.09,-2.36,-2.62,-0.93,-0.92,-0.91
276.61,1.18,2.07,1.18,2.07,-2.08,-2.33,-2.57,-0.90,-0.90,-0.89
279.38,1.20,2.07,1.20,2.07,-2.07,-2.29,-2.53,-0.87,-0.87,-0.87
282.17,1.23,2.08,1.23,2.08,-2.08,-2.26,-2.49,-0.84,-0.84,-0.85
284.99,1.25,2.08,1.26,2.09,-2.08,-2.23,-2.44,-0.83,-0.82,-0.83
287.84,1.29,2.10,1.29,2.10,-2.09,-2.19,-2.40,-0.80,-0.80,-0.81
290.72,1.32,2.11,1.32,2.11,-2.10,-2.16,-2.36,-0.78,-0.78,-0.79
293.63,1.35,2.12,1.35,2.12,-2.11,-2.14,-2.31,-0.76,-0.76,-0.77
296.57,1.37,2.12,1.38,2.13,-2.12,-2.11,-2.27,-0.75,-0.75,-0.75
299.53,1.40,2.13,1.41,2.13,-2.14,-2.08,-2.23,-0.73,-0.73,-0.73
302.53,1.44,2.15,1.44,2.15,-2.15,-2.06,-2.19,-0.71,-0.71,-0.71
305.55,1.48,2.16,1.48,2.16,-2.17,-2.04,-2.15,-0.68,-0.69,-0.68
308.61,1.52,2.18,1.53,2.18,-2.19,-2.01,-2.10,-0.66,-0.66,-0.66
311.69,1.57,2.20,1.57,2.20,-2.21,-1.99,-2.06,-0.63,-0.63,-0.63
314.81,1.62,2.22,1.62,2.22,-2.23,-1.97,-2.02,-0.60,-0.61,-0.60
317.96,1.66,2.24,1.67,2.25,-2.24,-1.95,-1.99,-0.58,-0.57,-0.58
321.14,1.71,2.27,1.71,2.27,-2.26,-1.93,-1.95,-0.54,-0.55,-0.56
324.35,1.74,2.28,1.74,2.28,-2.27,-1.92,-1.91,-0.52,-0.53,-0.54
327.59,1.75,2.27,1.76,2.28,-2.27,-1.90,-1.88,-0.51,-0.51,-0.52
330.87,1.76,2.26,1.77,2.26,-2.26,-1.88,-1.84,-0.50,-0.50,-0.50
334.18,1.77,2.25,1.77,2.25,-2.25,-1.87,-1.81,-0.48,-0.48,-0.48
337.52,1.77,2.23,1.77,2.23,-2.24,-1.86,-1.78,-0.46,-0.46,-0.46
340.90,1.76,2.20,1.77,2.20,-2.21,-1.84,-1.75,-0.44,-0.44,-0.44
344.30,1.75,2.17,1.76,2.17,-2.17,-1.83,-1.72,-0.42,-0.42,-0.42
347.75,1.74,2.14,1.74,2.14,-2.13,-1.82,-1.69,-0.39,-0.39,-0.40
351.23,1.72,2.10,1.72,2.10,-2.08,-1.80,-1.67,-0.36,-0.36,-0.38
354.74,1.68,2.04,1.68,2.04,-2.03,-1.79,-1.64,-0.34,-0.35,-0.36
358.28,1.62,1.97,1.63,1.97,-1.97,-1.78,-1.62,-0.34,-0.34,-0.35
361.87,1.57,1.90,1.57,1.90,-1.90,-1.77,-1.59,-0.33,-0.33,-0.33
